AnioPresupuesto,CodigoIndicador,NombreIndicador,DescripcionIndicador,IndicadorFrecuencia,AñoBasePresupuesto,Avance,Meta,UnidadMedidaTotal,MetodoCalculo,DescripcionPoblacion,CodigoNivelEntidad,NombreEntidad,IdNegocioProyecto,NombreProyectoActividad,
2022,980,PORCENTAJE DE PRODUCTORES  RURALES QUE RECIBEN ASISTENCIA TECNICA EN COMERCIALIZACION DE PRODUCTOS AGROPECUARIOS EN EL A?O T.,MIDE LA COBERTURA DE PRODUCTORES QUE RECIBEN ASISTENCIA TECNICA EN COMERCIALIZACION DE PRODUCTOS AGROPECUARIOS EN RELACION A LA PLANIFICACION REALIZADA PARA EL A?O T,ANUAL,2020,8800,8800,PERSONAS,(N? DE PRODUCTORES DE LA AF QUE RECIBEN ASISTENCIA TECNICA EN EL A?O T/N? DE PRODUCTORES DE LA AF A SER ASISTIDAS EN EL A?O T)*100,POBLACION DE LA AGRICULTURA FAMILIAR TOTAL (CAN 2008).,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-7,ASISTENCIA PARA LA GESTIÓN COMERCIAL A PRODUCTORES,
2021,958,%DE RUTAS PAVIMENTADAS RESPECTO AL TOTAL DE LA RED VIAL NACIONAL INVENTARIADA     ,"ESTE INDICADOR PERMITE MEDIR LA PARTICIPACION EN KILOMETROS DE RUTAS PAVIMENTADAS SOBRE EL TOTAL DE LA RED VIAL INVENTARIADA (PAVIMENTADA+ NO PAVIMENTADA)L, LO CUAL REFLEJA LA BRECHA QUE SE REQUIERE PARA DOTAR DE RUTAS PAVIMENTADAS AL TERRITORIO NACIONAL.                                                      ",ANUAL,2020,10700.6,78850,KILOMETROS,(KM. DE RUTAS PAVIMENTADAS CONSTRUIDAS HASTA EL A?O T / TOTAL DE KM. DE LA RED VIAL INVENTARIADA EN EL A?O T-1)*100                        ,KM. DE LA RED VIAL INVENTARIADA,,,,,
"INVENTARIADA""",13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-1-50,MEJORAMIENTO TRAZADO DEL TRAMO LOMA PLATA - CARMELO PERALTA,,,,,,,,,,,
2022,1024,PORCENTAJE DE LA POBLACION ATENDIDA EN EL DEPARTAMENTO DE PARAGUARI EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN EL DEPARTAMENTO  EN RELACION A LA POBLACION DEPARTAMENTAL.,TRIMESTRAL,2018,134997,258957,PERSONAS,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DEPARTAMENTAL EN EL A?O T *100,PERSONAS ATENDIDAS EN EL DEPARTAMENTO DE PARAGUARI,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-9,SERV. DE ATEN. INT. A POBLACIÓN DE PARAGUARÍ,
2022,760,RECURSOS HUMANOS  FORMADOS COMO  MEDICOS  RESIDENTES EN EL A?O T                  ,NUMERO DE RECUROS HUMANOS (MEDICOS) FORMADOS COMO RESIDENTES EN EL AREA DE LA SALUD A NIVEL NACIONAL EN EL A?O T (RESIDENCIA MEDICA)                                                 ,TRIMESTRAL,2018,1002,1153,CURSOS,(NUMERO DE RECURSOS HUMANOS FORMADOS COMO RESIDENTE EN EL A?O T/ NUMERO DE RECURSOS HUMANOS PROGRAMADOS PARA FORMACION COMO RESIDENTE EN EL A?O T)*100              ,RECUROS HUMANOS (MEDICOS) FORMADOS COMO RESIDENTES,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-1-1-11,CURSOS Y CAPACITACIONES EN EL AREA DE SALUD,
2020,573,PORCENTAJE DE LA POBLACION ABARCADA POR UNA RED MOVIL 2G,"ESTE INDICADOR MIDE EL PORCENTAJE  DE LA POBLACION  CUBIERTA POR UNA RED MOVIL 2G (TECNOLOGIA), ESTE PORCENTAJE SE MIDE EN CANTIDAD DE HOGARES QUE VIVEN DENTRO DEL ALCANCE DE UNA SE?AL CELULAR MOVIL, INDEPENDIENTEMENTE DE QUE SEAN O NO SUSCRIPTORES DE TELEFONOS MOVILES O USUARIOS, CON RESPECTO A LA CANTIDAD TOTAL DE HOGARES DEL PAIS.",ANUAL,2017,1562448,1590394,,(CANTIDAD DE HOGARES CUBIERTAS POR TECNOLOGIA 2G EN EL A?O T / CANTIDAD TOTAL DE HOGARES DEL PAIS EN EL A?O T ) * 100,,23-10,Comisión Nacional de Telecomunicaciones,23-10-1-1-3,COBERTURA EN LOCALIDADES CON NECESIDADES DE DESARROLLO,
2020,958,%DE RUTAS PAVIMENTADAS RESPECTO AL TOTAL DE LA RED VIAL NACIONAL INVENTARIADA     ,"ESTE INDICADOR PERMITE MEDIR LA PARTICIPACION EN KILOMETROS DE RUTAS PAVIMENTADAS SOBRE EL TOTAL DE LA RED VIAL INVENTARIADA (PAVIMENTADA+ NO PAVIMENTADA)L, LO CUAL REFLEJA LA BRECHA QUE SE REQUIERE PARA DOTAR DE RUTAS PAVIMENTADAS AL TERRITORIO NACIONAL.                                                      ",ANUAL,2020,10700.6,78850,KILOMETROS,(KM. DE RUTAS PAVIMENTADAS CONSTRUIDAS HASTA EL A?O T / TOTAL DE KM. DE LA RED VIAL INVENTARIADA EN EL A?O T-1)*100                        ,KM. DE LA RED VIAL INVENTARIADA,,,,,
"INVENTARIADA""",13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-1-2,SP MEJ.TRAVESÍAS URB. CDAD. PARAGUARI-CARAPEGUA-QUIIDY-CAAP,,,,,,,,,,,
2021,877,% DE EJECUCION DEL PLAN DE TRABAJO DE OBRAS PUBLICAS DE LA GOBERNACION DE CENTRAL.,SE MEDIRA EL NIVEL DE CUMPLIMIENTO DEL PLAN DE TRABAJO ANUAL DE LA SECRETARIA DE OBRAS PUBLICAS DE LA GOBERNACION DE CENTRAL.,SEMESTRAL,2019,37,45,,(CANTIDAD DE ACCIONES EN OBRAS PUBLICAS REALIZADAS EN EL A?O T/ CANTIDAD DE ACCIONES PROGRAMADAS PARA EL A?O T)*100,,22-11,Gobierno Departamental de Central,22-11-1-1-16,CONSTRUCCIÓN Y MANTENIMIENTO DE ESPACIOS PÚBLICOS,
2022,884,PORCENTAJE DE CONTENIDO INFORMATIVO TRANSMITIDO EN RELACION AL A?O ANTERIOR,ESTE INDICADOR MIDE LA CANTIDAD DE CONTENIDO INFORMATIVO GENERADO Y TRANSMITIDO POR TODOS LOS MEDIOS DEL ESTADO EN EL A?O EN RELACION A LO GENERADO EN EL A?O ANTERIOR,ANUAL,2019,545,10901,CONTENIDO INFORMATIVO,(CANTIDAD DE CONTENIDO INFORMATIVO TRANSMITIDO A?O T - CANTIDAD DE CONTENIDO INFORMATIVO TRANSMITIDO A?O T-1) X100,CONTENIDO INFORMATIVO,21-Dec,Ministerio de Tecnologías de la Información y Comunicación,12-21-1-1-3,GESTION DE LA COMUNICACIÓN PUBLICA,
2021,848,PARTICIPACION DE LA  FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO -  UNVES,"MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO - UNVES, TOMANDO COMO REFERENCIA EL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.",ANUAL,2018,489,4529,,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN EL AREA DE CIENCIAS AGRARIAS EN EL A?O T/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO EN EL A?O T)*100,,28-6,Universidad Nacional de Villarrica del Espíritu Santo,28-6-1-1-7,FORMACIÓN ACADEMICA EN CIENCIAS AGRARIAS,
2022,1025,PORCENTAJE DE LA POBLACION ATENDIDA EN EL HOSPITAL DEL TRAUMA EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN RELACION A LA POBLACION OBJETIVO.,TRIMESTRAL,2018,119776,7052983,ATENCIONES,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION OBJETIVO EN EL A?O T *100,CANTIDAD DE PERSONAS ATENDIDAS,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-47,"ATENCIÓN A LAS URGENCIAS MÉDICO, QUIRURGICAS - H . TRAUMA",
2021,480,PORCENTAJE DE TRABAJOS REALIZADOS,ESTE INDICADOR MEDIRA EL PORCENTAJE DE TRABAJOS REALIZADOS SOBRE EL TOTAL PLANIFICADO A REALIZAR,SEMESTRAL,2018,3,3,,(TRABAJOS REALIZADOS EN EL A?O T / TRABAJOS PLANIFICADOS PARA EL A?O T) X 100,,5-Dec,Ministerio de Defensa Nacional,12-5-1-1-21,TRABAJOS DE INGENIERÍA,
2020,993,PORCENTAJE DE LA POBLACION ATENDIDA EN EL HOSPITAL DISTRITAL DE ?EMBY EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS  EN RELACION A LA POBLACION DISTRITAL.,TRIMESTRAL,2018,62308,139690,PERSONAS,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DISTRITAL EN EL A?O T *100,PERSONAS ATENDIDAS EN EL HOSPITAL DE ?EMBY,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-24,SERV. DE ATEN. INT. A POBLACIÓN EN H. DE ÑEMBY,
2021,878,% DE ALUMNOS QUE RECIBEN MERIENDA ESCOLAR,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON MERIENDA ESCOLAR EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS DEL DEPARTAMENTO CENTRAL,SEMESTRAL,2019,173231,180000,,(CANTIDAD DE ALUMNOS QUE RECIBEN MERIENDA ESCOLAR EN EL A?O T/ CANTIDAD DE ALUMNOS MATRICULADOS EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS COMPROMETIDAS POR LA GOBERNACION EN EL A?O T),,22-11,Gobierno Departamental de Central,22-11-1-1-10,PROVISIÓN DE MERIENDA ESCOLAR,
2020,1114,FAMILIAS DE ?ANGAREKO RECIBEN TRANSFERENCIAS MONETARIAS PARA BONOS ALIMENTICIOS,MIDE LA CANTIDAD DE FAMILIAS DEL PROGRAMA ?ANGAREKO QUE RECIBEN ASISTENCIA MONETARIA DURANTE LA EMERGENCIA COVID 19,MENSUAL,2020,269006,303000,,(NUMERO DE FAMILIAS DEL PROGRAMA ?ANGAREKO QUE RECIBEN ASISTENCIA FINANCIERA PARA LA ADQUISICION DE BONOS ALIMENTARIOS/ NUMERO TOTAL DE FAMILIAS DEL PROGRAMA ?ANGAREKO PLANIFICADAS A BENEFICIAR CON TRANSFERENCIAS MONETARIAS DURANTE LA  EMERGENCIA COVID 19)*100,,1-Dec,Presidencia de la República,12-1-2-1-1,SUBSIDIO PARA BONOS ALIMENTICIOS A FAMILIAS,
2021,462,PORCENTAJE DE EVENTOS DE CAPACITACIONES BURSATILES REALIZADAS,"CONFERENCIAS Y REUNIONES INFORMATIVAS SOBRE EL FUNCIONAMIENTO DEL MERCADO DE VALORES NACIONAL, UTILIZACION Y EMPLEO DE INSTRUMENTOS BURSATILES, FUNCIONAMIENTO DE LA BOLSA DE VALORES, FUNCIONES Y OBJETIVOS DE LA CNV COMO ENTE REGULADOR.",ANUAL,2018,14,20,,(EVENTOS DE CAPACITACION REALIZADOS EN EL A?O T / EVENTOS DE CAPACITACION PROGRAMADOS EN EL A?O T) * 100,,23-9,Comisión Nacional de Valores,23-9-1-1-3,EVENTOS DE PROMOCIÓN DEL MERCADO DE VALORES.,
2022,1040,PORCENTAJE DE MUJERES EN EDAD DE RIESGO CON PAP O TEST HPV ANORMAL DIAGNOSTICADA EN EL A?O T,MUJERES DIAGNOSTICAS,TRIMESTRAL,2018,4041,23289,ATENCIONES,(NUMERO DE MUJERES  EN EDAD DE RIESGO CON PAP O TEST HPV ANORMAL DIAGNOSTICADA/NUMERO TOTAL DE MUJERES EN EDAD DE RIESGO)*100,MUJERES DIAGNOSTICADAS CON PAP O TEST HPV ANORMAL,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-43,ATENC. DE POBLAC. C/ ENFERM. ONCOLOG. DE CUELLO UTERINO,
2021,513,TASA DE RESOLUCION DE CONFLICTOS,"TOTAL DE DENUNCIAS RESUELTAS, EN RELACION AL TOTAL DE DENUNCIAS RECIBIDAS",ANUAL,2017,1588,7921,DENUNCIAS,(CANTIDAD DE DENUNCIAS RESUELTAS+DESISTIMIENTO DE INSTANCIA+DESISTIMIENTO DE ACCION/CANTIDAD TOTAL DE DENUNCIA)*100,"CANTIDAD DE DENUNCIAS RESUELTAS, DISTIMIENTOS DE INSTANCIA/ ACCION",16-Dec,"Ministerio de Trabajo, Empleo y Seguridad Social",12-16-1-1-2,ASESORAMIENTO INTEGRAL SOBRE LOS DERECHOS LABORALES,
2021,531,PORCENTAJE DE INSERCION LABORAL,PORCENTAJE DE INSERCION LABORAL CON RELACION A LOS BUSCADORES DE EMPLEO A TRAVES DEL SERVICIO PUBLICO,ANUAL,2018,20000,6000,PERSONAS,POBLACION  INSERTADA EN EL MERCADO LABORAL / POBLACION EN BUSCA DE EMPLEO A TRAVES DEL SERVICIO PUBLICO *100,CANTIDAD DE PERSONAS BUSCADORAS DE EMPLEO A TRAVES DEL SERVICIO PUBLICO,16-Dec,"Ministerio de Trabajo, Empleo y Seguridad Social",12-16-1-1-4,ORIENTACION PROFESIONAL E INTERMEDIACION LABORAL,
2021,785,VARIACION PORCENTUAL DE LA RECAUDACION DE TRIBUTOS INTERNOS EN EFECTIVO,MIDE EL AUMENTO SOSTENIDO DE LA RECAUDACION DE TRIBUTOS INTERNOS EN EFECTIVO (DINERO),ANUAL,2018,1.14001E+12,1.27802E+13,RECAUDACION,((RECAUDACION DE TRIBUTOS INTERNOS EN EL A?O T-RECAUDACION DE TRIBUTOS INTERNOS EN EL A?O T-1/RECAUDACION DE TRIBUTOS INTERNOS EN EL A?O T-1)*100,RECAUDACION DE TRIBUTOS INTERNOS EN EFECTIVO EN EL A?O T-1,6-Dec,Ministerio de Hacienda,12-6-1-1-4,ADMINISTRAR EL SISTEMA TRIBUTARIO INTERNO,
2020,899,PORCENTAJE DE EVALUACIONES DE MANTENIMIENTO DE ACREDITACIONES OTORGADAS EN RELACION AL INVENTARIO TOTAL DE LOS OEC ACREDITADOS,"ESTE INDICADOR MIDE EL MANTENIMIENTO DE ACREDITACIONES YA OTORGADAS EN A?OS ANTERIORES CUYA DURACION SON TRES A?OS, PUDIENDOSE RENOVARSE SI CUMPLE CON LOS PROCESOS DE REACREDITACION",ANUAL,2018,58,58,PORCENTAJE,(N? DE EVALUACIONES DE MANTENIMIENTO DE LOS OEC ACREDITADOS  A?O T/ N? DE OEC ACREDITADOS)X100,PORCENTAJE DE MANTENIMIENTO DE OEC ACREDITADOS,1-Dec,Presidencia de la República,12-1-1-1-29,EVALUACIÓN DE OEC Y FORMACIÓN DE EVALUADORES,
2022,1034,PORCENTAJE DE LA POBLACION ATENDIDA EN EL DEPARTAMENTO  DE CAPITAL EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN EL DEPARTAMENTO  EN RELACION A LA POBLACION OBJETIVO.,TRIMESTRAL,2018,220773,523184,PERSONAS,NUMERO DE PERSONAS ATENDIDAS ENE L A?O T/POBLACION OBJETIVO EN EL A?O T *100,PERSONAS ATENDIDAS EN EL DEPARTAMENTO CENTTRAL,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-18,SERV. DE ATEN. INT. A POBLACION DE LA CAPITAL,
2020,958,%DE RUTAS PAVIMENTADAS RESPECTO AL TOTAL DE LA RED VIAL NACIONAL INVENTARIADA     ,"ESTE INDICADOR PERMITE MEDIR LA PARTICIPACION EN KILOMETROS DE RUTAS PAVIMENTADAS SOBRE EL TOTAL DE LA RED VIAL INVENTARIADA (PAVIMENTADA+ NO PAVIMENTADA)L, LO CUAL REFLEJA LA BRECHA QUE SE REQUIERE PARA DOTAR DE RUTAS PAVIMENTADAS AL TERRITORIO NACIONAL.                                                      ",ANUAL,2020,10700.6,78850,KILOMETROS,(KM. DE RUTAS PAVIMENTADAS CONSTRUIDAS HASTA EL A?O T / TOTAL DE KM. DE LA RED VIAL INVENTARIADA EN EL A?O T-1)*100                        ,KM. DE LA RED VIAL INVENTARIADA,,,,,
"INVENTARIADA""",13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-1-16,"HABILITACIÓN DE LA RED PAV. DPTOS. S. PEDRO, CAAG. Y CANIND.",,,,,,,,,,,
2020,958,%DE RUTAS PAVIMENTADAS RESPECTO AL TOTAL DE LA RED VIAL NACIONAL INVENTARIADA     ,"ESTE INDICADOR PERMITE MEDIR LA PARTICIPACION EN KILOMETROS DE RUTAS PAVIMENTADAS SOBRE EL TOTAL DE LA RED VIAL INVENTARIADA (PAVIMENTADA+ NO PAVIMENTADA)L, LO CUAL REFLEJA LA BRECHA QUE SE REQUIERE PARA DOTAR DE RUTAS PAVIMENTADAS AL TERRITORIO NACIONAL.                                                      ",ANUAL,2020,10700.6,78850,KILOMETROS,(KM. DE RUTAS PAVIMENTADAS CONSTRUIDAS HASTA EL A?O T / TOTAL DE KM. DE LA RED VIAL INVENTARIADA EN EL A?O T-1)*100                        ,KM. DE LA RED VIAL INVENTARIADA,,,,,
"INVENTARIADA""",13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-1-41,CONSTRUCCIÓN ASFALTO S/ EMPEDRADOS - REGION SUR,,,,,,,,,,,
2020,958,%DE RUTAS PAVIMENTADAS RESPECTO AL TOTAL DE LA RED VIAL NACIONAL INVENTARIADA     ,"ESTE INDICADOR PERMITE MEDIR LA PARTICIPACION EN KILOMETROS DE RUTAS PAVIMENTADAS SOBRE EL TOTAL DE LA RED VIAL INVENTARIADA (PAVIMENTADA+ NO PAVIMENTADA)L, LO CUAL REFLEJA LA BRECHA QUE SE REQUIERE PARA DOTAR DE RUTAS PAVIMENTADAS AL TERRITORIO NACIONAL.                                                      ",ANUAL,2020,10700.6,78850,KILOMETROS,(KM. DE RUTAS PAVIMENTADAS CONSTRUIDAS HASTA EL A?O T / TOTAL DE KM. DE LA RED VIAL INVENTARIADA EN EL A?O T-1)*100                        ,KM. DE LA RED VIAL INVENTARIADA,,,,,
"INVENTARIADA""",13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-1-47,CONSTRUCCIÓN Y PAV. ASFALTICA DE TR. CAMIN. EN REGION CHACO,,,,,,,,,,,
2021,472,CANTIDAD DE BENEFICIARIOS CON PRESTACION JUBILATORIA O DE PENSION.,CONSTITUYE A LA CANTIDAD PORCENTUAL DE JUBILACIONES Y PENSIONES PAGADAS CON RESPECTO A LO PLANIFICADO,ANUAL,2018,2826,3007,PERSONAS,(TOTAL DE BENEFICIARIOS CON JUBILACION Y PENSION PAGADAS EN EL A?O T/TOTAL DE BENEFICIARIOS JUBILADOS Y PENSIONADOS PLANIFICADOS  PARA EL A?O T)*100,"AFLIADOS ACTIVOS, JUBILADOS Y PENSIONADOS",24-4,Caja de Jubilaciones y Pensiones de Empleados de Bancos y Afines,24-4-1-1-2,PAGO DE HABERES JUBILATORIOS,
2021,864,% DE ALUMNOS QUE RECIBEN BECAS,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON BECAS ESCOLAR EN  RELACION A LA DEMANDA RECEPCIONADA,SEMESTRAL,2019,234,700,,(CANTIDAD DE ALUMNOS QUE RECIBEN BECAS EN EL A?O T/ CANTIDAD DE ALUMNOS QUE SOLICITAN LAS BECAS EN LAS GOBERNACION EN EL A?O T),,22-16,Gobierno Departamental de Boquerón,22-16-1-1-8,OTORGAMIENTO DE BECAS,
2021,1035,PORCENTAJE DE ESPECIALISTAS Y SUBESPECIALISTAS FORMADOS EN SALUD E INVESTIGACION EN EL INERAM  EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PROFESIONALES MEDICOS CON CONTRATO BECA OTORGADOS POR LA CONAREM.,TRIMESTRAL,,21,21,CAPACITACIONES,NUMERO DE MEDICOS  QUE REALIZAN SU RESIDENCIA EN EL A?O T. /NUMERO DE MEDICOS QUE REALIZAN SU RESIDENCIA PROGRAMADOS EN EL A?O T. *100,FORMADOS EN SALUD,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-56,"CAPACITACIÓN, FORMACIÓN E INVESTIGACION EN EL INERAN",
2020,466,PORCENTAJE DE ALUMNOS FORMADOS EN EL AREA DE BANDAS MILITARES (DISERBAMIL),ESTE INDICADOR MEDIRA EL PORCENTAJE DE ALUMNOS FORMADOS EN EL AREA DE BANDAS MILITARES (DISERBAMIL) SOBRE EL TOTAL PLANIFICADO A FORMAR.,ANUAL,2018,50,50,,(NUMERO DE ALUMNOS FORMADOS EN EL AREA DE BANDAS MILITARES EN EL A?O T / NUMERO DE ALUMNOS  PLANIFICADOS A FORMAR EN A?O T)*100,,5-Dec,Ministerio de Defensa Nacional,12-5-1-1-60,FORMACION Y SERVICIOS EN EL AREA DE BANDAS MILITARES,
2022,1032,PORCENTAJE DE LA POBLACION ATENDIDA EN EL DEPARTAMENTO  DE BOQUERON EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN EL DEPARTAMENTO  EN RELACION A LA POBLACION DEPARTAMENTAL.,TRIMESTRAL,2018,50325,65572,ATENCIONES,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DEPARTAMENTAL EN EL A?O T *100,CANTIDAD DE PERSONAS ATENDIDAS,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-16,SERV. DE ATEN. INT.  A POBLACION DE BOQUERÓN,
2021,856,% DE ALUMNOS QUE RECIBEN ALMUERZO ESCOLAR,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON ALMUERZO ESCOLAR EN  INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS DEL DEPARTAMENTO XXX,ANUAL,2019,,,,(CANTIDAD DE ALUMNOS QUE RECIBEN ALMUERZO ESCOLAR EN EL A?OT/ CANTIDAD DE ALUMNOS MATRICULADOS EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS A CARGO DE LA GOBERNACION EN EL A?O T)*100,,22-9,Gobierno Departamental de Paraguari,22-9-1-1-4,PROVISION DE ALMUERZO ESCOLAR,
2020,960,COBERTURA DE DOMICILIOS CON CONEXION A SISTEMAS DE AGUA POTABLE,"ESTE INDICADOR PERMITE MEDIR LAS CONEXIONES DOMICILIARIAS A SISTEMAS DE AGUA POTABLE REALIZADAS ANUALMENTE, RESPECTO AL TOTAL DE DOMICILIOS SIN CONEXION, QUE POSIBILITARA VER LA BRECHA DE CONEXIONES NECESARIAS PARA AUMENTAR LA COBERTURA.                                                   ",ANUAL,2020,1410,293573,,(NUMERO DE CONEXIONES DOMICILIARIAS A  SISTEMAS DE AGUA POTABLE EN EL A?O T/ NUMERO TOTAL DE DOMICILIOS SIN CONEXION A SISTEMAS DE AGUA POTABLE EN EL A?O T )*100                    ,,13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-3-1,SP PROYECTO ACUEDUCTO,
2021,867,% DE ALUMNOS QUE RECIBEN MERIENDA ESCOLAR,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON MERIENDA ESCOLAR EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS DEL DEPARTAMENTO DE ALTO PARAGUAY,MENSUAL,2019,4191,4449,ALUMNOS,"(CANTIDAD DE ALUMNOS QUE RECIBEN MERIENDA ESCOLAR EN EL A?O T/ CANTIDAD DE ALUMNOS MATRICULADOS EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS, A CARGO DE LA GOBERNACION EN EL A?O T)","ALUMNOS MATRICULADOSEN INSTITUCIONES EDUCTIVAS PUBLICAS,SUBVENCIONADAS DEL DEPARTAMENTO",22-17,Gobierno Departamental de Alto Paraguay,22-17-1-1-4,PROVISIÓN DE MERIENDA ESCOLAR,
2021,750,% DE ALUMNOS QUE RECIBEN BECAS                    ,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON BECAS ESCOLAR EN  RELACION A LA DEMANDA RECEPCIONADA                                                 ,MENSUAL,2019,228,1117,ALUMNOS,(CANTIDAD DE ALUMNOS QUE RECIBEN BECAS EN EL A?OT/ CANTIDAD DE ALUMNOS QUE SOLICITAN LAS BECAS EN LAS GOBERNACION EN EL A?O T)                 ,UNIVERSITARIOS MATRICUALDOS EN INSTITUCIONES PUBLICAS Y PRIVADAS,22-4,Gobierno Departamental de Guairá,22-4-1-1-8,OTORGAMIENTO DE BECAS      ,
2021,890,% DE ALUMNOS QUE RECIBEN ALMUERZO  ESCOLAR,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON ALMUERZO ESCOLAR EN INSTITUCIONES EDUCATIVAS OFICIALES  Y SUVENCIONADAS DEL DEPARTAMENTO DE ITAPUA,ANUAL,2019,11972,62221,ALUMNOS,"CANTIDAD DE ALUMNOS QUE RECIBEN EL ALMUERZO ESCOLAR EN EL A?O T/ CANTIDAD DE ALUMNOS  MATRICULADOS EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUVENCIONADAS, A CARGO DE LA GOBERNACION EN EL A?O T)*100",ALUMNOS MATRICULADOS EN INSTITUCIONES EDUCATIVAS PUBLICAS Y SUBVENCIONADAS DEL DEPARTAMENTO,22-7,Gobierno Departamental de Itapúa,22-7-1-1-5,PROVISIÓN DE ALMUERZO ESCOLAR,
2021,594,TASA DE VARIACION DE MUESTREOS REALIZADOS,"CONSISTE EN LA PRESTACION DEL SERVICIO DE EXTRACCION DE MUESTRAS UTILIZADAS PARA LA REALIZACION DE ENSAYOS LABORATORIALES, PARA GARANTIZAR LA CALIDAD DE LOS PRODUCTOS CON LAS NORMATIVAS.",ANUAL,2018,159,3016,,((NUMERO DE MUESTREOS REALIZADOS EN EL A?O T - NUMERO DE MUESTREOS REALIZADOS EN EL A?O T-1) / NUMERO DE MUESTREOS REALIZADOS EN EL A?O T-1)*100                    ,,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-3,SERVICIOS DE ENSAYOS LABORATORIALES,
2021,490,PORCENTAJE DE INSUMOS OTORGADOS,"EL INDICADOR MIDE LA CANTIDAD DE ASISTENCIA DE DEMANDAS DE LAS AYUDAS, QUE SON GENERADAS CON BASE A LAS SOLICITUDES INGRESADAS, LUEGO QUE DICHAS SOLICITUDES SIGAN SU CURSO CORRESPONDIENTE, SE OTORGAN AL RUBRO CORRESPONDIENTE SEGUN RECETA MEDICA PRESENTADA POR EL BENEFICIARIO, ESTOS RUBROS SE DIVIDEN EN; ESTUDIOS ESPECIALIZADOS, INSUMOS CARDIACOS, MATERIALES QUIRURGICOS, MATERIALES TRAUMATOLOGICOS, MEDICAMENTOS ONCOLOGICOS, SILLAS DE RUEDAS, TRATAMIENTOS Y OTRAS AYUDAS MENORES.",ANUAL,2018,8700,10000,,(INSUMOS OTORGADOS / INSUMOS SOLICITADOS EN EL A?O T) * 100,,23-4,Dirección de Beneficencia y Ayuda Social,23-4-1-1-3,PROVISION DE INSUMOS HOSPITALARIOS DE ALTA COMPLEJIDAD,
